gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000066735.15_KIF26A	12.0036697113028	4.14413665980678	0.637281047702482	6.50283995538103	7.88176387181968e-11	5.58215907030267e-09
ENSG00000159189.12_C1QC	8.02260175401577	4.13820582275067	0.59315348745832	6.97661888575081	3.02368483167547e-12	3.30753126639768e-10
ENSG00000268833.1_AC011513.4	2.13233274163193	4.13763258368583	0.779187698615208	5.31018725146628	1.09512659413129e-07	2.47624241679492e-06
ENSG00000122641.11_INHBA	5.29448580973288	4.11505305299841	0.81470559954638	5.05096939960844	4.39573493394761e-07	8.19269312889986e-06
ENSG00000109321.11_AREG	12.4006317926349	4.10525168693361	0.490099362107981	8.37636610926485	5.45869294769544e-17	2.586368570253e-14
ENSG00000115414.21_FN1	23.9106599697305	4.08390293196701	0.532286757449847	7.67237372489358	1.68842149788431e-14	3.42487285002881e-12
ENSG00000104067.17_TJP1	2.85312855597815	4.07021289567104	0.83894534031828	4.85158293402866	1.22479973511877e-06	1.95043756599364e-05
ENSG00000276566.1_IGKV1D-13	7.50209264688356	4.06402449772243	0.926954490675783	4.38427618464809	1.16372057542523e-05	0.00012519883616045
ENSG00000264764.1_MIR4772	7.70909316165286	4.04293799983267	0.624196092345926	6.47703189655999	9.35444242388379e-11	6.5365339652911e-09
ENSG00000060709.15_RIMBP2	2.92756364535637	4.02440391472092	1.35860475959819	2.96215944062431	0.00305489547186961	0.0133499123810441
ENSG00000266308.2_RN7SL510P	4.88949473898262	4.01052424874802	1.07429759826434	3.7331594664528	0.000189092790895827	0.0013315523020514
ENSG00000124469.12_CEACAM8	34.2754762861783	4.00390416967412	0.718658813984048	5.57135610356961	2.52764085003299e-08	7.23162446284034e-07
ENSG00000266897.1_AC005546.2	1.76578428301394	4.00024403850573	0.856636987029771	4.66970735454212	3.01629109950304e-06	4.07892362083605e-05
ENSG00000163959.10_SLC51A	4.05483719315635	3.99505678094523	0.756070830338706	5.28397158128097	1.26412869907319e-07	2.80376230464291e-06
ENSG00000165091.18_TMC1	1.38134520928369	3.97569737359794	1.15941544337176	3.42905331848608	0.000605690526190557	0.00351421609655632
ENSG00000119630.14_PGF	2.1128252460483	3.94137260483481	1.08244382433732	3.64117981572645	0.000271391496220348	0.00179592121016043
